company_name,high,low,last_price,prev_close,change,percent_gain
Bank of Mah,43.55,43.20,43.30,43.15,0.15,0.35
M&M Financial,273.60,272.10,272.50,271.55,0.95,0.35
Prestige Estate,880.00,871.15,876.20,873.15,3.05,0.35
Bosch,"19,830.00","19,572.55","19,637.30","19,572.45",64.85,0.33
PNB,76.85,76.40,76.50,76.25,0.25,0.33
Navin Fluorine,"3,641.00","3,618.05","3,621.25","3,609.45",11.8,0.33
Vinati Organics,"1,766.30","1,751.00","1,760.00","1,754.35",5.65,0.32
3M India,"32,090.00","31,580.00","31,654.70","31,558.00",96.7,0.31
ICICI Prudentia,536.70,531.10,531.75,530.10,1.65,0.31
Indiabulls Real,80.95,80.00,80.75,80.50,0.25,0.31
KRBL,359.85,355.50,356.40,355.30,1.1,0.31
RBL Bank,242.50,240.10,240.60,239.85,0.75,0.31
Adani Power,404.25,400.00,400.60,399.40,1.2,0.3
Dabur India,537.05,534.60,534.95,533.35,1.6,0.3
Fert and Chem,728.25,722.75,723.75,721.65,2.1,0.29
Deepak Fert,624.70,616.40,617.50,615.80,1.7,0.28
Deepak Nitrite,"2,142.00","2,105.65","2,118.00","2,112.00",6,0.28
APL Apollo,"1,671.05","1,656.00","1,659.00","1,654.55",4.45,0.27
RHI Magnesita,706.65,693.45,694.95,693.10,1.85,0.27
MphasiS,"2,219.00","2,202.20","2,208.00","2,202.20",5.8,0.26
Power Grid Corp,213.70,211.70,211.70,211.15,0.55,0.26
HUL,"2,499.00","2,486.00","2,492.70","2,486.55",6.15,0.25
IOB,39.60,39.40,39.45,39.35,0.1,0.25
Trent,"2,515.00","2,492.90","2,495.45","2,489.35",6.1,0.25
Alkem Lab,"4,330.30","4,306.30","4,316.40","4,306.25",10.15,0.24
Dixon Technolog,"5,323.60","5,275.00","5,287.60","5,274.90",12.7,0.24
Hinduja Global,949.40,935.00,936.80,934.60,2.2,0.24
COFORGE LTD.,"5,176.40","5,148.25","5,151.35","5,139.00",12.35,0.24
ICICI Securitie,662.00,655.50,657.85,656.35,1.5,0.23
PVR INOX,"1,684.80","1,665.00","1,670.00","1,666.20",3.8,0.23
Colgate,"2,121.60","2,110.05","2,111.95","2,107.35",4.6,0.22
Guj Amb Exports,343.20,340.10,340.45,339.70,0.75,0.22
IndusInd Bank,"1,507.90","1,495.40","1,502.15","1,498.80",3.35,0.22
Jubilant Food,512.00,507.90,508.65,507.60,1.05,0.21
Bajaj Finance,"7,498.00","7,447.05","7,460.00","7,444.80",15.2,0.2
Persistent,"6,330.00","6,258.55","6,258.55","6,246.15",12.4,0.2
Alembic Pharma,732.80,715.00,727.95,726.60,1.35,0.19
Avenue Supermar,"3,825.00","3,798.80","3,805.70","3,798.40",7.3,0.19
Escorts Kubota,"3,188.40","3,169.70","3,173.00","3,166.90",6.1,0.19
MRF,"108,980.00","108,390.05","108,500.00","108,295.70",204.3,0.19
Redington,156.00,154.20,154.85,154.55,0.3,0.19
Sun Pharma,"1,187.00","1,178.55","1,181.55","1,179.35",2.2,0.19
General Insuran,227.95,225.00,226.90,226.50,0.4,0.18
KEI Industries,"2,602.15","2,576.45","2,580.00","2,575.45",4.55,0.18
Tata Comm,"1,719.00","1,710.10","1,711.80","1,708.70",3.1,0.18
Bajaj Finserv,"1,607.00","1,595.75","1,598.75","1,596.00",2.75,0.17
Bajaj Finserv,"1,607.00","1,595.75","1,598.75","1,596.00",2.75,0.17
BHEL,129.70,129.05,129.25,129.05,0.2,0.15
LTIMindtree,"5,300.00","5,262.50","5,270.05","5,262.15",7.9,0.15
UltraTechCement,"8,745.00","8,712.55","8,723.00","8,710.85",12.15,0.14
Jindal Steel,641.00,636.00,637.75,636.90,0.85,0.13
Ratnamani Metal,"3,390.00","3,324.20","3,348.05","3,343.55",4.5,0.13
Borosil Renew,435.80,431.70,432.00,431.50,0.5,0.12
HDFC Life,629.90,627.10,627.50,626.75,0.75,0.12
Lupin,"1,188.10","1,178.75","1,181.50","1,180.15",1.35,0.11
Britannia,"4,699.00","4,680.25","4,686.70","4,681.95",4.75,0.1
Metropolis,"1,639.00","1,624.90","1,626.50","1,624.90",1.6,0.1
ABB India,"4,284.40","4,207.65","4,243.00","4,239.30",3.7,0.09
Delhivery,412.00,407.75,408.50,408.15,0.35,0.09
Info Edge,"4,544.00","4,510.00","4,515.00","4,510.80",4.2,0.09
Patanjali Foods,"1,461.50","1,443.00","1,448.00","1,447.05",0.95,0.07
Axis Bank,"1,033.90","1,026.25","1,029.90","1,029.20",0.7,0.07
CG Power ,393.65,388.50,388.80,388.55,0.25,0.06
Radico Khaitan,"1,400.00","1,381.10","1,395.00","1,394.20",0.8,0.06
Shree Cements,"26,495.00","26,260.80","26,373.30","26,358.50",14.8,0.06
Grasim,"1,949.90","1,941.75","1,944.00","1,943.00",1,0.05
Relaxo Footwear,910.10,903.55,905.95,905.55,0.4,0.04
Route,"1,560.00","1,552.00","1,555.75","1,555.10",0.65,0.04
BPCL,388.00,383.15,384.15,384.05,0.1,0.03
SRF,"2,368.00","2,342.00","2,351.95","2,351.20",0.75,0.03
Voltas,835.00,823.75,830.10,829.85,0.25,0.03
